case_id,legal_domain,case_type
CASE-007801,White Collar Crime,Money Laundering / Corruption Case
CASE-007802,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-007803,Cybercrime & IT,Online Fraud / Cybercrime
CASE-007804,Medical Negligence,Medical Negligence Complaint
CASE-007805,Administrative Law,Administrative Order Challenge
CASE-007806,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007807,Administrative Law,Administrative Order Challenge
CASE-007808,Immigration & Citizenship,Citizenship / Passport Matter
CASE-007809,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007810,Intellectual Property,Trademark Infringement
CASE-007811,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007812,Media & Defamation,Defamation Suit
CASE-007813,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007814,Employment & Labour,Wrongful Termination
CASE-007815,Divorce & Matrimonial,Divorce Petition
CASE-007816,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007817,White Collar Crime,Money Laundering / Corruption Case
CASE-007818,Employment & Labour,Wrongful Termination
CASE-007819,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-007820,Motor Accident Claims,Motor Accident Compensation Claim
CASE-007821,Child Protection,POCSO / Child Protection Proceeding
CASE-007822,Media & Defamation,Defamation Suit
CASE-007823,Intellectual Property,Trademark Infringement
CASE-007824,Consumer Protection,Deficiency in Service Complaint
CASE-007825,Media & Defamation,Defamation Suit
CASE-007826,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007827,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007828,Contract & Agreement,Breach of Contract / Specific Performance
CASE-007829,Child Protection,POCSO / Child Protection Proceeding
CASE-007830,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007831,Employment & Labour,Wrongful Termination
CASE-007832,Child Protection,POCSO / Child Protection Proceeding
CASE-007833,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007834,Immigration & Citizenship,Citizenship / Passport Matter
CASE-007835,Environmental Law,Environmental Clearance Challenge
CASE-007836,Immigration & Citizenship,Citizenship / Passport Matter
CASE-007837,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007838,Environmental Law,Environmental Clearance Challenge
CASE-007839,Divorce & Matrimonial,Divorce Petition
CASE-007840,Child Protection,POCSO / Child Protection Proceeding
CASE-007841,White Collar Crime,Money Laundering / Corruption Case
CASE-007842,Medical Negligence,Medical Negligence Complaint
CASE-007843,Criminal Law,Criminal Trial
CASE-007844,Tax & GST,GST / Tax Assessment Appeal
CASE-007845,Cybercrime & IT,Online Fraud / Cybercrime
CASE-007846,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-007847,Contract & Agreement,Breach of Contract / Specific Performance
CASE-007848,Divorce & Matrimonial,Divorce Petition
CASE-007849,Human Rights & PIL,Public Interest Litigation
CASE-007850,Immigration & Citizenship,Citizenship / Passport Matter
CASE-007851,Divorce & Matrimonial,Divorce Petition
CASE-007852,Cybercrime & IT,Online Fraud / Cybercrime
CASE-007853,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007854,Family & Succession,Inheritance / Probate
CASE-007855,Administrative Law,Administrative Order Challenge
CASE-007856,Education Law,Student Admission / Examination Dispute
CASE-007857,Divorce & Matrimonial,Divorce Petition
CASE-007858,Child Protection,POCSO / Child Protection Proceeding
CASE-007859,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007860,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007861,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-007862,White Collar Crime,Money Laundering / Corruption Case
CASE-007863,Contract & Agreement,Breach of Contract / Specific Performance
CASE-007864,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007865,Human Rights & PIL,Public Interest Litigation
CASE-007866,Criminal Law,Criminal Trial
CASE-007867,Criminal Law,Criminal Trial
CASE-007868,Motor Accident Claims,Motor Accident Compensation Claim
CASE-007869,Education Law,Student Admission / Examination Dispute
CASE-007870,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007871,Property & Land,Property / Partition Suit
CASE-007872,Tax & GST,GST / Tax Assessment Appeal
CASE-007873,Intellectual Property,Trademark Infringement
CASE-007874,Tax & GST,GST / Tax Assessment Appeal
CASE-007875,Immigration & Citizenship,Citizenship / Passport Matter
CASE-007876,Education Law,Student Admission / Examination Dispute
CASE-007877,Constitutional Law,Writ / Fundamental Rights Petition
CASE-007878,Tax & GST,GST / Tax Assessment Appeal
CASE-007879,Administrative Law,Administrative Order Challenge
CASE-007880,Education Law,Student Admission / Examination Dispute
CASE-007881,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007882,Corporate & Commercial,Commercial Contract Dispute
CASE-007883,Arbitration,Arbitral Award Challenge
CASE-007884,Employment & Labour,Wrongful Termination
CASE-007885,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-007886,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007887,Employment & Labour,Wrongful Termination
CASE-007888,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007889,Motor Accident Claims,Motor Accident Compensation Claim
CASE-007890,Intellectual Property,Trademark Infringement
CASE-007891,Contract & Agreement,Breach of Contract / Specific Performance
CASE-007892,Employment & Labour,Wrongful Termination
CASE-007893,Cybercrime & IT,Online Fraud / Cybercrime
CASE-007894,Motor Accident Claims,Motor Accident Compensation Claim
CASE-007895,Consumer Protection,Deficiency in Service Complaint
CASE-007896,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007897,Employment & Labour,Wrongful Termination
CASE-007898,Administrative Law,Administrative Order Challenge
CASE-007899,Cybercrime & IT,Online Fraud / Cybercrime
CASE-007900,Human Rights & PIL,Public Interest Litigation
CASE-007901,Corporate & Commercial,Commercial Contract Dispute
CASE-007902,Administrative Law,Administrative Order Challenge
CASE-007903,Administrative Law,Administrative Order Challenge
CASE-007904,White Collar Crime,Money Laundering / Corruption Case
CASE-007905,White Collar Crime,Money Laundering / Corruption Case
CASE-007906,Environmental Law,Environmental Clearance Challenge
CASE-007907,Medical Negligence,Medical Negligence Complaint
CASE-007908,Education Law,Student Admission / Examination Dispute
CASE-007909,Intellectual Property,Trademark Infringement
CASE-007910,Tax & GST,GST / Tax Assessment Appeal
CASE-007911,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007912,Family & Succession,Inheritance / Probate
CASE-007913,Medical Negligence,Medical Negligence Complaint
CASE-007914,Consumer Protection,Deficiency in Service Complaint
CASE-007915,Immigration & Citizenship,Citizenship / Passport Matter
CASE-007916,Motor Accident Claims,Motor Accident Compensation Claim
CASE-007917,Contract & Agreement,Breach of Contract / Specific Performance
CASE-007918,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007919,Cybercrime & IT,Online Fraud / Cybercrime
CASE-007920,Education Law,Student Admission / Examination Dispute
CASE-007921,White Collar Crime,Money Laundering / Corruption Case
CASE-007922,Constitutional Law,Writ / Fundamental Rights Petition
CASE-007923,Media & Defamation,Defamation Suit
CASE-007924,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007925,Human Rights & PIL,Public Interest Litigation
CASE-007926,Divorce & Matrimonial,Divorce Petition
CASE-007927,Child Protection,POCSO / Child Protection Proceeding
CASE-007928,Family & Succession,Inheritance / Probate
CASE-007929,Consumer Protection,Deficiency in Service Complaint
CASE-007930,Employment & Labour,Wrongful Termination
CASE-007931,Cybercrime & IT,Online Fraud / Cybercrime
CASE-007932,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007933,Criminal Law,Criminal Trial
CASE-007934,Employment & Labour,Wrongful Termination
CASE-007935,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007936,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007937,Contract & Agreement,Breach of Contract / Specific Performance
CASE-007938,Divorce & Matrimonial,Divorce Petition
CASE-007939,Family & Succession,Inheritance / Probate
CASE-007940,Contract & Agreement,Breach of Contract / Specific Performance
CASE-007941,Administrative Law,Administrative Order Challenge
CASE-007942,Corporate & Commercial,Commercial Contract Dispute
CASE-007943,Tax & GST,GST / Tax Assessment Appeal
CASE-007944,Immigration & Citizenship,Citizenship / Passport Matter
CASE-007945,Property & Land,Property / Partition Suit
CASE-007946,Constitutional Law,Writ / Fundamental Rights Petition
CASE-007947,Constitutional Law,Writ / Fundamental Rights Petition
CASE-007948,Arbitration,Arbitral Award Challenge
CASE-007949,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-007950,Media & Defamation,Defamation Suit
CASE-007951,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-007952,Motor Accident Claims,Motor Accident Compensation Claim
CASE-007953,Corporate & Commercial,Commercial Contract Dispute
CASE-007954,Corporate & Commercial,Commercial Contract Dispute
CASE-007955,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-007956,Property & Land,Property / Partition Suit
CASE-007957,Child Protection,POCSO / Child Protection Proceeding
CASE-007958,Cybercrime & IT,Online Fraud / Cybercrime
CASE-007959,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007960,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007961,Cybercrime & IT,Online Fraud / Cybercrime
CASE-007962,Criminal Law,Criminal Trial
CASE-007963,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007964,Child Protection,POCSO / Child Protection Proceeding
CASE-007965,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-007966,Criminal Law,Criminal Trial
CASE-007967,Arbitration,Arbitral Award Challenge
CASE-007968,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007969,Corporate & Commercial,Commercial Contract Dispute
CASE-007970,Constitutional Law,Writ / Fundamental Rights Petition
CASE-007971,Media & Defamation,Defamation Suit
CASE-007972,Media & Defamation,Defamation Suit
CASE-007973,Education Law,Student Admission / Examination Dispute
CASE-007974,Constitutional Law,Writ / Fundamental Rights Petition
CASE-007975,Property & Land,Property / Partition Suit
CASE-007976,Property & Land,Property / Partition Suit
CASE-007977,Divorce & Matrimonial,Divorce Petition
CASE-007978,Intellectual Property,Trademark Infringement
CASE-007979,Immigration & Citizenship,Citizenship / Passport Matter
CASE-007980,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007981,Arbitration,Arbitral Award Challenge
CASE-007982,Corporate & Commercial,Commercial Contract Dispute
CASE-007983,Child Protection,POCSO / Child Protection Proceeding
CASE-007984,Arbitration,Arbitral Award Challenge
CASE-007985,Data Privacy,Personal Data Misuse / Privacy Petition
CASE-007986,Human Rights & PIL,Public Interest Litigation
CASE-007987,Employment & Labour,Wrongful Termination
CASE-007988,Environmental Law,Environmental Clearance Challenge
CASE-007989,Medical Negligence,Medical Negligence Complaint
CASE-007990,Constitutional Law,Writ / Fundamental Rights Petition
CASE-007991,Medical Negligence,Medical Negligence Complaint
CASE-007992,Criminal Law,Criminal Trial
CASE-007993,Education Law,Student Admission / Examination Dispute
CASE-007994,Medical Negligence,Medical Negligence Complaint
CASE-007995,Arbitration,Arbitral Award Challenge
CASE-007996,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-007997,Tax & GST,GST / Tax Assessment Appeal
CASE-007998,Arbitration,Arbitral Award Challenge
CASE-007999,Consumer Protection,Deficiency in Service Complaint
CASE-008000,Medical Negligence,Medical Negligence Complaint
CASE-008001,Corporate & Commercial,Commercial Contract Dispute
CASE-008002,White Collar Crime,Money Laundering / Corruption Case
CASE-008003,Family & Succession,Inheritance / Probate
CASE-008004,Contract & Agreement,Breach of Contract / Specific Performance
CASE-008005,Administrative Law,Administrative Order Challenge
CASE-008006,Environmental Law,Environmental Clearance Challenge
CASE-008007,Administrative Law,Administrative Order Challenge
CASE-008008,Constitutional Law,Writ / Fundamental Rights Petition
CASE-008009,Property & Land,Property / Partition Suit
CASE-008010,Intellectual Property,Trademark Infringement
CASE-008011,Tax & GST,GST / Tax Assessment Appeal
CASE-008012,Immigration & Citizenship,Citizenship / Passport Matter
CASE-008013,Human Rights & PIL,Public Interest Litigation
CASE-008014,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-008015,Cybercrime & IT,Online Fraud / Cybercrime
CASE-008016,Consumer Protection,Deficiency in Service Complaint
CASE-008017,Property & Land,Property / Partition Suit
CASE-008018,Immigration & Citizenship,Citizenship / Passport Matter
CASE-008019,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-008020,Corporate & Commercial,Commercial Contract Dispute
CASE-008021,Consumer Protection,Deficiency in Service Complaint
CASE-008022,Immigration & Citizenship,Citizenship / Passport Matter
CASE-008023,Media & Defamation,Defamation Suit
CASE-008024,Family & Succession,Inheritance / Probate
CASE-008025,Medical Negligence,Medical Negligence Complaint
CASE-008026,Administrative Law,Administrative Order Challenge
CASE-008027,Education Law,Student Admission / Examination Dispute
CASE-008028,Divorce & Matrimonial,Divorce Petition
CASE-008029,Child Protection,POCSO / Child Protection Proceeding
CASE-008030,Constitutional Law,Writ / Fundamental Rights Petition
CASE-008031,Immigration & Citizenship,Citizenship / Passport Matter
CASE-008032,Medical Negligence,Medical Negligence Complaint
CASE-008033,Media & Defamation,Defamation Suit
CASE-008034,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-008035,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-008036,Employment & Labour,Wrongful Termination
CASE-008037,Intellectual Property,Trademark Infringement
CASE-008038,Employment & Labour,Wrongful Termination
CASE-008039,Insolvency & Bankruptcy,Corporate Insolvency Resolution
CASE-008040,Family & Succession,Inheritance / Probate
CASE-008041,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-008042,Criminal Law,Criminal Trial
CASE-008043,Real Estate & Housing,Builder-Buyer / RERA Dispute
CASE-008044,Constitutional Law,Writ / Fundamental Rights Petition
CASE-008045,White Collar Crime,Money Laundering / Corruption Case
CASE-008046,Tax & GST,GST / Tax Assessment Appeal
CASE-008047,Banking & Finance,Loan Recovery / Cheque Dishonour
CASE-008048,Constitutional Law,Writ / Fundamental Rights Petition
CASE-008049,Tax & GST,GST / Tax Assessment Appeal
CASE-008050,Human Rights & PIL,Public Interest Litigation
CASE-008051,Intellectual Property,Trademark Infringement
CASE-008052,Immigration & Citizenship,Citizenship / Passport Matter
CASE-008053,Insolvency & Bankruptcy,Corporate Insolvency Resolution
